Initialization Completed, Clock Speed 4
14:12:13, 1, sent message to both, 0
14:12:13, 2, sent message to first, 0
14:12:14, 3, sleep, 0
14:12:14, 4, sleep, 0
14:12:14, 5, sleep, 0
14:12:14, 6, sleep, 0
14:12:15, 7, sent message to second, 0
14:12:15, 8, sleep, 0
14:12:15, 9, sleep, 0
14:12:15, 10, sent message to second, 0
14:12:16, 11, sleep, 0
14:12:16, 12, sleep, 0
14:12:16, 13, sent message to first, 0
14:12:16, 14, recieved message, 0
14:12:17, 15, recieved message, 0
14:12:17, 16, sent message to both, 0
14:12:17, 17, sleep, 0
14:12:17, 18, sleep, 0
14:12:18, 19, sleep, 0
14:12:18, 20, sent message to second, 0
14:12:18, 21, recieved message, 1
14:12:18, 22, recieved message, 0
14:12:19, 23, recieved message, 0
14:12:19, 24, sent message to second, 0
14:12:19, 25, sent message to both, 0
14:12:19, 26, sleep, 0
14:12:20, 27, sent message to first, 0
14:12:20, 28, sleep, 0
14:12:20, 29, sent message to second, 0
14:12:20, 30, sleep, 0
14:12:21, 31, recieved message, 0
14:12:21, 32, sent message to both, 0
14:12:21, 33, sent message to second, 0
14:12:21, 34, sent message to first, 0
14:12:22, 35, sleep, 0
14:12:22, 36, sleep, 0
14:12:22, 37, sleep, 0
14:12:22, 38, sent message to first, 0
14:12:23, 39, sleep, 0
14:12:23, 40, sleep, 0
14:12:23, 41, sleep, 0
14:12:23, 42, sent message to both, 0
14:12:24, 43, sleep, 0
14:12:24, 44, sleep, 0
14:12:24, 45, sent message to both, 0
14:12:24, 46, sleep, 0
14:12:25, 47, sleep, 0
14:12:25, 48, sleep, 0
14:12:25, 49, sleep, 0
14:12:25, 50, sleep, 0
14:12:26, 51, sleep, 0
14:12:26, 52, sent message to second, 0
14:12:26, 53, sleep, 0
14:12:26, 54, sent message to second, 0
14:12:27, 55, sleep, 0
14:12:27, 56, sleep, 0
14:12:27, 57, sleep, 0
14:12:27, 58, sleep, 0
14:12:28, 59, recieved message, 0
14:12:28, 60, sleep, 0
14:12:28, 61, sleep, 0
14:12:28, 62, sleep, 0
14:12:29, 63, sleep, 0
14:12:29, 64, sent message to second, 0
14:12:29, 65, sent message to both, 0
14:12:29, 66, sleep, 0
14:12:30, 67, sleep, 0
14:12:30, 68, sent message to first, 0
14:12:30, 69, recieved message, 0
14:12:30, 70, sleep, 0
14:12:31, 71, sent message to both, 0
14:12:31, 72, sent message to second, 0
14:12:31, 73, sleep, 0
14:12:31, 74, sleep, 0
14:12:32, 75, sleep, 0
14:12:32, 76, sent message to first, 0
14:12:32, 77, sleep, 0
14:12:32, 78, sent message to both, 0
14:12:33, 79, sent message to both, 0
14:12:33, 80, sleep, 0
14:12:33, 81, sleep, 0
14:12:33, 82, sent message to second, 0
14:12:34, 83, sleep, 0
14:12:34, 84, sleep, 0
14:12:34, 85, sleep, 0
14:12:34, 86, sent message to second, 0
14:12:35, 87, sleep, 0
14:12:35, 88, sleep, 0
14:12:35, 89, recieved message, 0
14:12:35, 90, sleep, 0
14:12:36, 91, recieved message, 0
14:12:36, 92, sleep, 0
14:12:36, 93, sleep, 0
14:12:36, 94, sleep, 0
14:12:37, 95, sleep, 0
14:12:37, 96, sleep, 0
14:12:37, 97, sleep, 0
14:12:37, 98, sleep, 0
14:12:38, 99, sent message to both, 0
14:12:38, 100, sent message to second, 0
14:12:38, 101, sleep, 0
14:12:38, 102, sleep, 0
14:12:39, 103, sleep, 0
14:12:39, 104, sleep, 0
14:12:39, 105, recieved message, 0
14:12:39, 106, sent message to second, 0
14:12:40, 107, sleep, 0
14:12:40, 108, sleep, 0
14:12:40, 109, sent message to first, 0
14:12:40, 110, sleep, 0
14:12:41, 111, sleep, 0
14:12:41, 112, sent message to both, 0
14:12:41, 113, sleep, 0
14:12:41, 114, sent message to both, 0
14:12:42, 115, sleep, 0
14:12:42, 116, sleep, 0
14:12:42, 117, sleep, 0
14:12:42, 118, recieved message, 0
14:12:43, 119, sleep, 0
14:12:43, 120, sleep, 0
14:12:43, 121, sleep, 0
14:12:43, 122, sent message to first, 0
14:12:44, 123, sleep, 0
14:12:44, 124, sent message to first, 0
14:12:44, 125, recieved message, 0
14:12:44, 126, sleep, 0
14:12:45, 127, sleep, 0
14:12:45, 128, sent message to both, 0
14:12:45, 129, recieved message, 0
14:12:45, 130, sleep, 0
14:12:46, 131, recieved message, 0
14:12:46, 132, sleep, 0
14:12:46, 133, sleep, 0
14:12:46, 134, sleep, 0
14:12:47, 135, sent message to first, 0
14:12:47, 136, sleep, 0
14:12:47, 137, sleep, 0
14:12:47, 138, sleep, 0
14:12:48, 139, recieved message, 0
14:12:48, 140, sent message to second, 0
14:12:48, 141, sent message to second, 0
14:12:48, 142, sleep, 0
14:12:49, 143, recieved message, 0
14:12:49, 144, sleep, 0
14:12:49, 145, sent message to first, 0
14:12:49, 146, sleep, 0
14:12:50, 147, sleep, 0
14:12:50, 148, sent message to first, 0
14:12:50, 149, sent message to first, 0
14:12:50, 150, recieved message, 0
14:12:51, 151, sleep, 0
14:12:51, 152, sleep, 0
14:12:51, 153, sent message to both, 0
14:12:51, 154, sent message to second, 0
14:12:52, 155, sleep, 0
14:12:52, 156, sleep, 0
14:12:52, 157, sent message to first, 0
14:12:52, 158, recieved message, 0
14:12:53, 159, sleep, 0
14:12:53, 160, sleep, 0
14:12:53, 161, sleep, 0
14:12:53, 162, sleep, 0
14:12:54, 163, sleep, 0
14:12:54, 164, sent message to both, 0
14:12:54, 165, sleep, 0
14:12:54, 166, sleep, 0
14:12:55, 167, sleep, 0
14:12:55, 168, sleep, 0
14:12:55, 169, sleep, 0
14:12:55, 170, sleep, 0
14:12:56, 171, recieved message, 0
14:12:56, 172, sent message to second, 0
14:12:56, 173, recieved message, 0
14:12:56, 174, sleep, 0
14:12:57, 175, recieved message, 0
14:12:57, 176, sent message to first, 0
14:12:57, 177, recieved message, 0
14:12:57, 178, recieved message, 0
14:12:58, 179, sent message to first, 0
14:12:58, 180, sleep, 0
14:12:58, 181, recieved message, 0
14:12:58, 182, recieved message, 0
14:12:59, 183, sleep, 0
14:12:59, 184, sleep, 0
14:12:59, 185, recieved message, 0
14:12:59, 186, recieved message, 0
14:13:00, 187, sent message to both, 0
14:13:00, 188, sleep, 0
14:13:00, 189, sent message to second, 0
14:13:00, 190, sent message to second, 0
14:13:01, 191, sent message to both, 0
14:13:01, 192, sent message to both, 0
14:13:01, 193, sent message to both, 0
14:13:01, 194, sleep, 0
14:13:02, 195, sleep, 0
14:13:02, 196, sleep, 0
14:13:02, 197, sleep, 0
14:13:02, 198, sleep, 0
14:13:03, 199, sleep, 0
14:13:03, 200, sent message to second, 0
14:13:03, 201, sleep, 0
14:13:03, 202, sleep, 0
14:13:04, 203, recieved message, 0
14:13:04, 204, sent message to both, 0
14:13:04, 205, sleep, 0
14:13:04, 206, sent message to both, 0
14:13:05, 207, sleep, 0
14:13:05, 208, sleep, 0
14:13:05, 209, sent message to second, 0
14:13:05, 210, sleep, 0
14:13:06, 211, recieved message, 0
14:13:06, 212, sleep, 0
14:13:06, 213, sleep, 0
14:13:06, 214, sent message to second, 0
14:13:07, 215, sent message to first, 0
14:13:07, 216, sleep, 0
14:13:07, 217, sent message to second, 0
14:13:07, 218, sleep, 0
14:13:08, 219, sleep, 0
14:13:08, 220, sleep, 0
14:13:08, 221, sent message to second, 0
14:13:08, 222, sent message to second, 0
14:13:09, 223, sent message to first, 0
14:13:09, 224, sleep, 0
14:13:09, 225, sleep, 0
14:13:09, 226, sleep, 0
14:13:10, 227, sleep, 0
14:13:10, 228, sleep, 0
14:13:10, 229, sleep, 0
14:13:10, 230, recieved message, 0
14:13:11, 231, sleep, 0
14:13:11, 232, sleep, 0
14:13:11, 233, sleep, 0
14:13:11, 234, sleep, 0
14:13:12, 235, sleep, 0
14:13:12, 236, sleep, 0
14:13:12, 237, sleep, 0
14:13:12, 238, sleep, 0
14:13:13, 239, sleep, 0
14:13:13, 240, sleep, 0
14:13:13, 241, sent message to second, 0
14:13:13, 242, sent message to first, 0
14:13:14, 243, sent message to both, 0
14:13:14, 244, sent message to second, 0
14:13:14, 245, sent message to both, 0
14:13:14, 246, sleep, 0
14:13:15, 247, sleep, 0
14:13:15, 248, sleep, 0
14:13:15, 249, sleep, 0
14:13:15, 250, sleep, 0
14:13:16, 251, sleep, 0
14:13:16, 252, sent message to both, 1
14:13:16, 253, recieved message, 0
14:13:16, 254, sleep, 0
14:13:17, 255, sent message to first, 0
14:13:17, 256, sent message to both, 0
14:13:17, 257, recieved message, 0
14:13:17, 258, sleep, 0
14:13:18, 259, recieved message, 0
14:13:18, 260, sleep, 0
14:13:18, 261, sleep, 0
14:13:18, 262, sent message to second, 0
14:13:19, 263, sleep, 0
14:13:19, 264, sleep, 0
14:13:19, 265, sleep, 0
14:13:19, 266, sent message to both, 0
14:13:20, 267, sent message to both, 0
14:13:20, 268, sleep, 0
14:13:20, 269, sleep, 0
14:13:20, 270, sleep, 0
14:13:21, 271, sleep, 0
14:13:21, 272, sleep, 0
14:13:21, 273, sleep, 0
14:13:21, 274, sent message to second, 0
14:13:22, 275, sent message to both, 0
14:13:22, 276, sent message to second, 0
